postcode,area_name,latitude,longitude,state
2166,Lansvale,-33.9,150.94,NSW
1420,Strawberry Hills,-33.73,150.93,NSW
1422,Strawberry Hills,-33.73,150.93,NSW
1423,Strawberry Hills,-33.73,150.93,NSW
1424,Strawberry Hills,-33.73,150.93,NSW
1425,Strawberry Hills,-33.73,150.93,NSW
1426,Strawberry Hills,-33.73,150.93,NSW
1427,Strawberry Hills,-33.73,150.93,NSW
1428,Strawberry Hills,-33.73,150.93,NSW
1429,Strawberry Hills,-33.73,150.93,NSW
2012,Strawberry Hills,-33.73,150.93,NSW
2013,Strawberry Hills,-33.73,150.93,NSW
2515,Austinmer,-34.31,150.93,NSW
2515,Clifton,-34.31,150.93,NSW
2515,Coledale,-34.31,150.93,NSW
2515,Scarborough,-34.31,150.93,NSW
2515,Thirroul,-34.31,150.93,NSW
2515,Wombarra,-34.31,150.93,NSW
4695,Ambrose,-23.79,150.93,QLD
4695,Bracewell,-23.79,150.93,QLD
4695,Darts Creek,-23.79,150.93,QLD
4695,East End,-23.79,150.93,QLD
4695,Machine Creek,-23.79,150.93,QLD
4695,Mount Larcom,-23.79,150.93,QLD
4695,The Narrows,-23.79,150.93,QLD
1875,Moorebank,-33.95,150.92,NSW
2147,Kings Langley,-33.74,150.92,NSW
2147,Lalor Park,-33.74,150.92,NSW
2147,Seven Hills,-33.74,150.92,NSW
2147,Seven Hills West,-33.74,150.92,NSW
2768,Glenwood,-33.74,150.92,NSW
2768,Parklea,-33.74,150.92,NSW
2768,Stanhope Gardens,-33.74,150.92,NSW
4411,Warra,-26.93,150.92,QLD
2170,Casula,-33.95,150.91,NSW
2170,Casula Mall,-33.95,150.91,NSW
2170,Chipping Norton,-33.95,150.91,NSW
2170,Hammondville,-33.95,150.91,NSW
2170,Liverpool,-33.95,150.91,NSW
2170,Liverpool South,-33.95,150.91,NSW
2170,Liverpool Westfield,-33.95,150.91,NSW
2170,Lurnea,-33.95,150.91,NSW
2170,Moorebank,-33.95,150.91,NSW
2170,Mount Pritchard,-33.95,150.91,NSW
2170,Prestons,-33.95,150.91,NSW
2170,Warwick Farm,-33.95,150.91,NSW
2516,Bulli,-34.33,150.91,NSW
2518,Bellambi,-34.37,150.91,NSW
2518,Corrimal,-34.37,150.91,NSW
2518,Corrimal East,-34.37,150.91,NSW
2518,East Corrimal,-34.37,150.91,NSW
2518,Tarrawanna,-34.37,150.91,NSW
2518,Towradgi,-34.37,150.91,NSW
2763,Acacia Gardens,-33.73,150.91,NSW
2763,Quakers Hill,-33.73,150.91,NSW
2168,Ashcroft,-33.92,150.9,NSW
2168,Busby,-33.92,150.9,NSW
2168,Cartwright,-33.92,150.9,NSW
2168,Green Valley,-33.92,150.9,NSW
2168,Heckenberg,-33.92,150.9,NSW
2168,Hinchinbrook,-33.92,150.9,NSW
2168,Miller,-33.92,150.9,NSW
2168,Sadleir,-33.92,150.9,NSW
2517,Russell Vale,-34.36,150.9,NSW
2517,Woonona,-34.36,150.9,NSW
2517,Woonona East,-34.36,150.9,NSW
2167,Glenfield,-33.97,150.89,NSW
2177,Bonnyrigg,-33.89,150.89,NSW
2177,Bonnyrigg Heights,-33.89,150.89,NSW
2336,Aberdeen,-32.16,150.89,NSW
2336,Dartbrook,-32.16,150.89,NSW
2336,Davis Creek,-32.16,150.89,NSW
2336,Rossgole,-32.16,150.89,NSW
2336,Rouchel,-32.16,150.89,NSW
2336,Rouchel Brook,-32.16,150.89,NSW
2336,Upper Dartbrook,-32.16,150.89,NSW
2336,Upper Rouchel,-32.16,150.89,NSW
2500,Coniston,-34.44,150.89,NSW
2500,Gwynneville,-34.44,150.89,NSW
2500,Keiraville,-34.44,150.89,NSW
2500,Mangerton,-34.44,150.89,NSW
2500,Mount Keira,-34.44,150.89,NSW
2500,Mount Saint Thomas,-34.44,150.89,NSW
2500,North Wollongong,-34.44,150.89,NSW
2500,Spring Hill,-34.44,150.89,NSW
2500,West Wollongong,-34.44,150.89,NSW
2500,Wollongong,-34.44,150.89,NSW
2500,Wollongong DC,-34.44,150.89,NSW
2500,Wollongong West,-34.44,150.89,NSW
2505,Port Kembla,-34.49,150.89,NSW
2564,Glenquarie,-33.99,150.89,NSW
2564,Long Point,-33.99,150.89,NSW
2564,Macquarie Fields,-33.99,150.89,NSW
2762,Schofields,-33.7,150.89,NSW
2519,Balgownie,-34.39,150.88,NSW
2519,Fairy Meadow,-34.39,150.88,NSW
2519,Fernhill,-34.39,150.88,NSW
2519,Mount Ousley,-34.39,150.88,NSW
2519,Mount Pleasant,-34.39,150.88,NSW
2522,University Of Wollongong,-34.41,150.88,NSW
1032,Sydney,-33.66,150.87,NSW
1116,Sydney,-33.67,150.87,NSW
1117,Sydney,-33.66,150.87,NSW
1132,Sydney,-33.66,150.87,NSW
2148,Arndell Park,-33.79,150.87,NSW
2148,Blacktown,-33.79,150.87,NSW
2148,Blacktown Westpoint,-33.79,150.87,NSW
2148,Huntingwood,-33.79,150.87,NSW
2148,Kings Park,-33.79,150.87,NSW
2148,Marayong,-33.79,150.87,NSW
2148,Prospect,-33.79,150.87,NSW
2176,Abbotsbury,-33.88,150.87,NSW
2176,Bossley Park,-33.88,150.87,NSW
2176,Edensor Park,-33.88,150.87,NSW
2176,Greenfield Park,-33.88,150.87,NSW
2176,Prairiewood,-33.88,150.87,NSW
2176,St Johns Park,-33.88,150.87,NSW
2176,Wakeley,-33.88,150.87,NSW
2502,Cringila,-34.47,150.87,NSW
2502,Lake Heights,-34.47,150.87,NSW
2502,Primbee,-34.47,150.87,NSW
2502,Warrawong,-34.47,150.87,NSW
2761,Colebee,-33.73,150.87,NSW
2761,Dean Park,-33.73,150.87,NSW
2761,Glendenning,-33.73,150.87,NSW
2761,Hassall Grove,-33.73,150.87,NSW
2761,Oakhurst,-33.73,150.87,NSW
2761,Plumpton,-33.73,150.87,NSW
2767,Doonside,-33.77,150.87,NSW
2767,Woodcroft,-33.77,150.87,NSW
2330,Appletree Flat,-32.51,150.86,NSW
2330,Big Ridge,-32.51,150.86,NSW
2330,Big Yengo,-32.51,150.86,NSW
2330,Bowmans Creek,-32.51,150.86,NSW
2330,Bridgman,-32.51,150.86,NSW
2330,Broke,-32.51,150.86,NSW
2330,Bulga,-32.51,150.86,NSW
2330,Camberwell,-32.51,150.86,NSW
2330,Carrowbrook,-32.51,150.86,NSW
2330,Clydesdale,-32.51,150.86,NSW
2330,Combo,-32.51,150.86,NSW
2330,Darlington,-32.51,150.86,NSW
2330,Doyles Creek,-32.51,150.86,NSW
2330,Dunolly,-32.51,150.86,NSW
2330,Dural,-32.51,150.86,NSW
2330,Dyrring,-32.51,150.86,NSW
2330,Falbrook,-32.51,150.86,NSW
2330,Fern Gully,-32.51,150.86,NSW
2330,Fordwich,-32.51,150.86,NSW
2330,Garland Valley,-32.51,150.86,NSW
2330,Glendon,-32.51,150.86,NSW
2330,Glendon Brook,-32.51,150.86,NSW
2330,Glennies Creek,-32.51,150.86,NSW
2330,Glenridding,-32.51,150.86,NSW
2330,Goorangoola,-32.51,150.86,NSW
2330,Gouldsville,-32.51,150.86,NSW
2330,Gowrie,-32.51,150.86,NSW
2330,Greenlands,-32.51,150.86,NSW
2330,Hambledon Hill,-32.51,150.86,NSW
2330,Hebden,-32.51,150.86,NSW
2330,Howes Valley,-32.51,150.86,NSW
2330,Howick,-32.51,150.86,NSW
2330,Hunterview,-32.51,150.86,NSW
2330,Jerrys Plains,-32.51,150.86,NSW
2330,Lemington,-32.51,150.86,NSW
2330,Long Point,-32.51,150.86,NSW
2330,Maison Dieu,-32.51,150.86,NSW
2330,Mcdougalls Hill,-32.51,150.86,NSW
2330,Middle Falbrook,-32.51,150.86,NSW
2330,Milbrodale,-32.51,150.86,NSW
2330,Mirannie,-32.51,150.86,NSW
2330,Mitchells Flat,-32.51,150.86,NSW
2330,Mount Olive,-32.51,150.86,NSW
2330,Mount Royal,-32.51,150.86,NSW
2330,Mount Thorley,-32.51,150.86,NSW
2330,Obanvale,-32.51,150.86,NSW
2330,Putty,-32.51,150.86,NSW
2330,Ravensworth,-32.51,150.86,NSW
2330,Redbournberry,-32.51,150.86,NSW
2330,Reedy Creek,-32.51,150.86,NSW
2330,Rixs Creek,-32.51,150.86,NSW
2330,Roughit,-32.51,150.86,NSW
2330,Scotts Flat,-32.51,150.86,NSW
2330,Sedgefield,-32.51,150.86,NSW
2330,Singleton,-32.51,150.86,NSW
2330,Singleton Heights,-32.51,150.86,NSW
2330,St Clair,-32.51,150.86,NSW
2330,Warkworth,-32.51,150.86,NSW
2330,Wattle Ponds,-32.51,150.86,NSW
2330,Westbrook,-32.51,150.86,NSW
2330,Whittingham,-32.51,150.86,NSW
2330,Wollemi,-32.51,150.86,NSW
2330,Wylies Flat,-32.51,150.86,NSW
2525,Figtree,-34.44,150.86,NSW
2528,Barrack Heights,-34.57,150.86,NSW
2528,Barrack Point,-34.57,150.86,NSW
2528,Lake Illawarra,-34.57,150.86,NSW
2528,Mount Warrigal,-34.57,150.86,NSW
2528,Warilla,-34.57,150.86,NSW
2528,Windang,-34.57,150.86,NSW
2171,Cecil Hills,-33.88,150.85,NSW
2171,Elizabeth Hills,-33.88,150.85,NSW
2171,Horningsea Park,-33.88,150.85,NSW
2171,Hoxton Park,-33.88,150.85,NSW
2171,Len Waters Estate,-33.88,150.85,NSW
2171,Middleton Grange,-33.88,150.85,NSW
2171,West Hoxton,-33.88,150.85,NSW
2175,Horsley Park,-33.85,150.85,NSW
2345,Attunga,-30.93,150.85,NSW
2345,Garthowen,-30.93,150.85,NSW
2533,Bombo,-34.66,150.85,NSW
2533,Curramore,-34.66,150.85,NSW
2533,Jamberoo,-34.66,150.85,NSW
2533,Jerrara,-34.66,150.85,NSW
2533,Kiama,-34.66,150.85,NSW
2533,Kiama Downs,-34.66,150.85,NSW
2533,Kiama Heights,-34.66,150.85,NSW
2533,Minnamurra,-34.66,150.85,NSW
2533,Saddleback Mountain,-34.66,150.85,NSW
2766,Eastern Creek,-33.8,150.85,NSW
2766,Rooty Hill,-33.8,150.85,NSW
2178,Cecil Park,-33.87,150.84,NSW
2178,Kemps Creek,-33.87,150.84,NSW
2178,Mount Vernon,-33.87,150.84,NSW
2506,Berkeley,-34.48,150.84,NSW
2565,Bardia,-33.99,150.84,NSW
2565,Denham Court,-33.99,150.84,NSW
2565,Ingleburn,-33.99,150.84,NSW
2565,Macquarie Links,-33.99,150.84,NSW
2566,Bow Bowing,-34.02,150.84,NSW
2566,Minto,-34.02,150.84,NSW
2566,Minto DC,-34.02,150.84,NSW
2566,Minto Heights,-34.02,150.84,NSW
2566,Raby,-34.02,150.84,NSW
2566,St Andrews,-34.02,150.84,NSW
2566,Varroville,-34.02,150.84,NSW
4407,Cattle Creek,-27.65,150.84,QLD
4407,Cecil Plains,-27.65,150.84,QLD
4407,Dunmore,-27.65,150.84,QLD
4407,Nangwee,-27.65,150.84,QLD
2340,Appleby,-30.96,150.83,NSW
2340,Barry,-30.96,150.83,NSW
2340,Bective,-30.96,150.83,NSW
2340,Bithramere,-30.96,150.83,NSW
2340,Bowling Alley Point,-30.96,150.83,NSW
2340,Calala,-30.96,150.83,NSW
2340,Carroll,-30.96,150.83,NSW
2340,Daruka,-30.96,150.83,NSW
2340,Duncans Creek,-30.96,150.83,NSW
2340,Dungowan,-30.96,150.83,NSW
2340,East Tamworth,-30.96,150.83,NSW
2340,Garoo,-30.96,150.83,NSW
2340,Gidley,-30.96,150.83,NSW
2340,Goonoo Goonoo,-30.96,150.83,NSW
2340,Gowrie,-30.96,150.83,NSW
2340,Hallsville,-30.96,150.83,NSW
2340,Hanging Rock,-30.96,150.83,NSW
2340,Hillvue,-30.96,150.83,NSW
2340,Keepit,-30.96,150.83,NSW
2340,Kingswood,-30.96,150.83,NSW
2340,Loomberah,-30.96,150.83,NSW
2340,Moore Creek,-30.96,150.83,NSW
2340,Nemingha,-30.96,150.83,NSW
2340,North Tamworth,-30.96,150.83,NSW
2340,Nundle,-30.96,150.83,NSW
2340,Ogunbil,-30.96,150.83,NSW
2340,Oxley Vale,-30.96,150.83,NSW
2340,Piallamore,-30.96,150.83,NSW
2340,Somerton,-30.96,150.83,NSW
2340,South Tamworth,-30.96,150.83,NSW
2340,Taminda,-30.96,150.83,NSW
2340,Tamworth,-30.96,150.83,NSW
2340,Timbumburi,-30.96,150.83,NSW
2340,Wallamore,-30.96,150.83,NSW
2340,Warral,-30.96,150.83,NSW
2340,Weabonga,-30.96,150.83,NSW
2340,West Tamworth,-30.96,150.83,NSW
2340,Westdale,-30.96,150.83,NSW
2340,Woolomin,-30.96,150.83,NSW
2403,Delungra,-29.65,150.83,NSW
2403,Gragin,-29.65,150.83,NSW
2403,Myall Creek,-29.65,150.83,NSW
2529,Blackbutt,-34.57,150.83,NSW
2529,Dunmore,-34.57,150.83,NSW
2529,Flinders,-34.57,150.83,NSW
2529,Oak Flats,-34.57,150.83,NSW
2529,Oak Flats DC,-34.57,150.83,NSW
2529,Shell Cove,-34.57,150.83,NSW
2529,Shellharbour,-34.57,150.83,NSW
2529,Shellharbour City Centre,-34.57,150.83,NSW
2560,Airds,-34.08,150.83,NSW
2560,Ambarvale,-34.08,150.83,NSW
2560,Appin,-34.08,150.83,NSW
2560,Blair Athol,-34.08,150.83,NSW
2560,Bradbury,-34.08,150.83,NSW
2560,Campbelltown,-34.08,150.83,NSW
2560,Campbelltown North,-34.08,150.83,NSW
2560,Cataract,-34.08,150.83,NSW
2560,Englorie Park,-34.08,150.83,NSW
2560,Gilead,-34.08,150.83,NSW
2560,Glen Alpine,-34.08,150.83,NSW
2560,Kentlyn,-34.08,150.83,NSW
2560,Leumeah,-34.08,150.83,NSW
2560,Macarthur Square,-34.08,150.83,NSW
2560,Rosemeadow,-34.08,150.83,NSW
2560,Ruse,-34.08,150.83,NSW
2560,St Helens Park,-34.08,150.83,NSW
2560,Wedderburn,-34.08,150.83,NSW
2560,Woodbine,-34.08,150.83,NSW
4710,Emu Park,-23.26,150.83,QLD
4710,Zilzie,-23.26,150.83,QLD
2344,Duri,-31.22,150.82,NSW
2344,Winton,-31.22,150.82,NSW
2770,Bidwill,-33.73,150.82,NSW
2770,Blackett,-33.73,150.82,NSW
2770,Dharruk,-33.73,150.82,NSW
2770,Emerton,-33.73,150.82,NSW
2770,Hebersham,-33.73,150.82,NSW
2770,Lethbridge Park,-33.73,150.82,NSW
2770,Minchinbury,-33.73,150.82,NSW
2770,Mount Druitt,-33.73,150.82,NSW
2770,Mount Druitt Village,-33.73,150.82,NSW
2770,Shalvey,-33.73,150.82,NSW
2770,Tregear,-33.73,150.82,NSW
2770,Whalan,-33.73,150.82,NSW
2770,Willmot,-33.73,150.82,NSW
4697,Raglan,-23.72,150.82,QLD
2179,Austral,-33.93,150.81,NSW
2179,Leppington,-33.93,150.81,NSW
2558,Eagle Vale,-34.04,150.81,NSW
2558,Eschol Park,-34.04,150.81,NSW
2558,Kearns,-34.04,150.81,NSW
1890,Ingleburn,-33.96,150.8,NSW
2559,Blairmount,-34.05,150.8,NSW
2559,Claymore,-34.05,150.8,NSW
2755,Richmond Raaf,-33.6,150.8,NSW
2765,Berkshire Park,-33.67,150.8,NSW
2765,Box Hill,-33.67,150.8,NSW
2765,Maraylya,-33.67,150.8,NSW
2765,Marsden Park,-33.67,150.8,NSW
2765,Nelson,-33.67,150.8,NSW
2765,Oakville,-33.67,150.8,NSW
2765,Riverstone,-33.67,150.8,NSW
2765,Vineyard,-33.67,150.8,NSW
2338,Ardglen,-31.73,150.79,NSW
2338,Blandford,-31.73,150.79,NSW
2338,Crawney,-31.73,150.79,NSW
2338,Green Creek,-31.73,150.79,NSW
2338,Murrurundi,-31.73,150.79,NSW
2338,Pages River,-31.73,150.79,NSW
2338,Sandy Creek,-31.73,150.79,NSW
2338,Scotts Creek,-31.73,150.79,NSW
2338,Timor,-31.73,150.79,NSW
2756,Bligh Park,-33.64,150.79,NSW
2756,Cattai,-33.64,150.79,NSW
2756,Central Colo,-33.64,150.79,NSW
2756,Clarendon,-33.64,150.79,NSW
2756,Colo,-33.64,150.79,NSW
2756,Colo Heights,-33.64,150.79,NSW
2756,Cornwallis,-33.64,150.79,NSW
2756,Cumberland Reach,-33.64,150.79,NSW
2756,Ebenezer,-33.64,150.79,NSW
2756,Freemans Reach,-33.64,150.79,NSW
2756,Glossodia,-33.64,150.79,NSW
2756,Lower Portland,-33.64,150.79,NSW
2756,Maroota,-33.64,150.79,NSW
2756,Mcgraths Hill,-33.64,150.79,NSW
2756,Mellong,-33.64,150.79,NSW
2756,Mulgrave,-33.64,150.79,NSW
2756,Pitt Town,-33.64,150.79,NSW
2756,Pitt Town Bottoms,-33.64,150.79,NSW
2756,Sackville,-33.64,150.79,NSW
2756,Sackville North,-33.64,150.79,NSW
2756,Scheyville,-33.64,150.79,NSW
2756,South Maroota,-33.64,150.79,NSW
2756,South Windsor,-33.64,150.79,NSW
2756,Upper Colo,-33.64,150.79,NSW
2756,Wilberforce,-33.64,150.79,NSW
2756,Windsor,-33.64,150.79,NSW
2756,Windsor Downs,-33.64,150.79,NSW
2756,Womerah,-33.64,150.79,NSW
2759,Erskine Park,-33.81,150.79,NSW
2759,St Clair,-33.81,150.79,NSW
2760,Colyton,-33.78,150.79,NSW
2760,North St Marys,-33.78,150.79,NSW
2760,Oxley Park,-33.78,150.79,NSW
2760,Ropes Crossing,-33.78,150.79,NSW
2760,St Marys,-33.78,150.79,NSW
2760,St Marys East,-33.78,150.79,NSW
2760,St Marys South,-33.78,150.79,NSW
4412,Brigalow,-26.84,150.79,QLD
1800,Ashfield,-34.1,150.78,NSW
2526,Cordeaux,-34.38,150.78,NSW
2526,Cordeaux Heights,-34.38,150.78,NSW
2526,Dombarton,-34.38,150.78,NSW
2526,Farmborough Heights,-34.38,150.78,NSW
2526,Kembla Grange,-34.38,150.78,NSW
2526,Kembla Heights,-34.38,150.78,NSW
2526,Mount Kembla,-34.38,150.78,NSW
2526,Unanderra,-34.38,150.78,NSW
2526,Unanderra DC,-34.38,150.78,NSW
2527,Albion Park,-34.57,150.78,NSW
2527,Albion Park Rail,-34.57,150.78,NSW
2527,Calderwood,-34.57,150.78,NSW
2527,Croom,-34.57,150.78,NSW
2527,North Macquarie,-34.57,150.78,NSW
2527,Tongarra,-34.57,150.78,NSW
2527,Tullimbar,-34.57,150.78,NSW
2527,Yellow Rock,-34.57,150.78,NSW
2534,Broughton Village,-34.73,150.77,NSW
2534,Foxground,-34.73,150.77,NSW
2534,Gerringong,-34.73,150.77,NSW
2534,Gerroa,-34.73,150.77,NSW
2534,Rose Valley,-34.73,150.77,NSW
2534,Toolijooa,-34.73,150.77,NSW
2534,Werri Beach,-34.73,150.77,NSW
2534,Willow Vale,-34.73,150.77,NSW
2557,Catherine Field,-33.99,150.77,NSW
2557,Gregory Hills,-33.99,150.77,NSW
2557,Rossmore,-33.99,150.77,NSW
2563,Menangle Park,-34.1,150.76,NSW
2567,Currans Hill,-34.05,150.76,NSW
2567,Harrington Park,-34.05,150.76,NSW
2567,Mount Annan,-34.05,150.76,NSW
2567,Narellan,-34.05,150.76,NSW
2567,Narellan DC,-34.05,150.76,NSW
2567,Narellan Vale,-34.05,150.76,NSW
2567,Smeaton Grange,-34.05,150.76,NSW
2402,Balfours Peak,-29.51,150.75,NSW
2402,Coolatai,-29.51,150.75,NSW
2402,Warialda,-29.51,150.75,NSW
2402,Warialda Rail,-29.51,150.75,NSW
2568,Menangle,-34.11,150.75,NSW
2769,The Ponds,-34.05,150.75,NSW
2328,Bureen,-32.46,150.74,NSW
2328,Dalswinton,-32.46,150.74,NSW
2328,Denman,-32.46,150.74,NSW
2328,Giants Creek,-32.46,150.74,NSW
2328,Hollydeen,-32.46,150.74,NSW
2328,Kerrabee,-32.46,150.74,NSW
2328,Mangoola,-32.46,150.74,NSW
2328,Martindale,-32.46,150.74,NSW
2328,Widden,-32.46,150.74,NSW
2328,Yarrawa,-32.46,150.74,NSW
2555,Badgerys Creek,-33.88,150.74,NSW
2342,Currabubula,-31.26,150.73,NSW
2342,Piallaway,-31.26,150.73,NSW
2530,Avondale,-34.51,150.73,NSW
2530,Brownsville,-34.51,150.73,NSW
2530,Cleveland,-34.51,150.73,NSW
2530,Dapto,-34.51,150.73,NSW
2530,Haywards Bay,-34.51,150.73,NSW
2530,Horsley,-34.51,150.73,NSW
2530,Huntley,-34.51,150.73,NSW
2530,Kanahooka,-34.51,150.73,NSW
2530,Koonawarra,-34.51,150.73,NSW
2530,Marshall Mount,-34.51,150.73,NSW
2530,Penrose,-34.51,150.73,NSW
2530,Wongawilli,-34.51,150.73,NSW
2530,Yallah,-34.51,150.73,NSW
2556,Bringelly,-33.95,150.73,NSW
2747,Cambridge Gardens,-33.74,150.72,NSW
2747,Cambridge Park,-33.74,150.72,NSW
2747,Claremont Meadows,-33.74,150.72,NSW
2747,Kingswood,-33.74,150.72,NSW
2747,Llandilo,-33.74,150.72,NSW
2747,Shanes Park,-33.74,150.72,NSW
2747,Werrington,-33.74,150.72,NSW
2747,Werrington County,-33.74,150.72,NSW
2747,Werrington Downs,-33.74,150.72,NSW
2748,Orchard Hills,-33.78,150.72,NSW
2754,North Richmond,-33.58,150.72,NSW
2754,Tennyson,-33.58,150.72,NSW
2754,The Slopes,-33.58,150.72,NSW
2569,Douglas Park,-34.19,150.71,NSW
2753,Agnes Banks,-33.62,150.71,NSW
2753,Bowen Mountain,-33.62,150.71,NSW
2753,Grose Vale,-33.62,150.71,NSW
2753,Grose Wold,-33.62,150.71,NSW
2753,Hobartville,-33.62,150.71,NSW
2753,Londonderry,-33.62,150.71,NSW
2753,Richmond,-33.62,150.71,NSW
2753,Richmond Lowlands,-33.62,150.71,NSW
2753,Yarramundi,-33.62,150.71,NSW
2757,Kurmond,-33.55,150.7,NSW
4703,Adelaide Park,-23.11,150.7,QLD
4703,Bangalee,-23.11,150.7,QLD
4703,Barlows Hill,-23.11,150.7,QLD
4703,Barmaryee,-23.11,150.7,QLD
4703,Barmoya,-23.11,150.7,QLD
4703,Bondoola,-23.11,150.7,QLD
4703,Bungundarra,-23.11,150.7,QLD
4703,Byfield,-23.11,150.7,QLD
4703,Causeway Lake,-23.11,150.7,QLD
4703,Cobraball,-23.11,150.7,QLD
4703,Cooee Bay,-23.11,150.7,QLD
4703,Farnborough,-23.11,150.7,QLD
4703,Hidden Valley,-23.11,150.7,QLD
4703,Inverness,-23.11,150.7,QLD
4703,Kinka Beach,-23.11,150.7,QLD
4703,Lake Mary,-23.11,150.7,QLD
4703,Lammermoor,-23.11,150.7,QLD
4703,Maryvale,-23.11,150.7,QLD
4703,Meikleville Hill,-23.11,150.7,QLD
4703,Mulambin,-23.11,150.7,QLD
4703,Mulara,-23.11,150.7,QLD
4703,Pacific Heights,-23.11,150.7,QLD
4703,Rosslyn,-23.11,150.7,QLD
4703,Stockyard,-23.11,150.7,QLD
4703,Tanby,-23.11,150.7,QLD
4703,Taranganba,-23.11,150.7,QLD
4703,Taroomball,-23.11,150.7,QLD
4703,Weerriba,-23.11,150.7,QLD
4703,Woodbury,-23.11,150.7,QLD
4703,Yeppoon,-23.11,150.7,QLD
2535,Back Forest,-34.85,150.68,NSW
2535,Bellawongarah,-34.85,150.68,NSW
2535,Berry,-34.85,150.68,NSW
2535,Berry Mountain,-34.85,150.68,NSW
2535,Brogers Creek,-34.85,150.68,NSW
2535,Broughton,-34.85,150.68,NSW
2535,Broughton Vale,-34.85,150.68,NSW
2535,Budderoo,-34.85,150.68,NSW
2535,Bundewallah,-34.85,150.68,NSW
2535,Coolangatta,-34.85,150.68,NSW
2535,Far Meadow,-34.85,150.68,NSW
2535,Jaspers Brush,-34.85,150.68,NSW
2535,Shoalhaven Heads,-34.85,150.68,NSW
2535,Wattamolla,-34.85,150.68,NSW
2535,Woodhill,-34.85,150.68,NSW
2749,Castlereagh,-33.67,150.68,NSW
2749,Cranebrook,-33.67,150.68,NSW
2745,Glenmore Park,-33.79,150.67,NSW
2745,Greendale,-33.79,150.67,NSW
2745,Luddenham,-33.79,150.67,NSW
2745,Mulgoa,-33.79,150.67,NSW
2745,Regentville,-33.79,150.67,NSW
2745,Wallacia,-33.79,150.67,NSW
4716,Lawgi Dawes,-24.58,150.67,QLD
4716,Thangool,-24.58,150.67,QLD
2750,Emu Heights,-33.74,150.65,NSW
2750,Emu Plains,-33.74,150.65,NSW
2750,Jamisontown,-33.74,150.65,NSW
2750,Leonay,-33.74,150.65,NSW
2750,Penrith,-33.74,150.65,NSW
2750,Penrith Plaza,-33.74,150.65,NSW
2750,Penrith South,-33.74,150.65,NSW
2750,South Penrith,-33.74,150.65,NSW
2777,Hawkesbury Heights,-33.67,150.65,NSW
2777,Springwood,-33.67,150.65,NSW
2777,Sun Valley,-33.67,150.65,NSW
2777,Valley Heights,-33.67,150.65,NSW
2777,Winmalee,-33.67,150.65,NSW
2777,Yellow Rock,-33.67,150.65,NSW
2329,Cassilis,-31.51,150.64,NSW
2329,Merriwa,-31.51,150.64,NSW
2329,Uarbry,-31.51,150.64,NSW
2410,Twin Rivers,-29.05,150.64,NSW
2410,Yetman,-29.05,150.64,NSW
4699,Bajool,-23.65,150.64,QLD
4699,Port Alma,-23.65,150.64,QLD
2574,Avon,-34.35,150.63,NSW
2574,Bargo,-34.35,150.63,NSW
2574,Pheasants Nest,-34.35,150.63,NSW
2574,Yanderra,-34.35,150.63,NSW
2339,Big Jacks Creek,-31.77,150.62,NSW
2339,Braefield,-31.77,150.62,NSW
2339,Cattle Creek,-31.77,150.62,NSW
2339,Chilcotts Creek,-31.77,150.62,NSW
2339,Little Jacks Creek,-31.77,150.62,NSW
2339,Macdonalds Creek,-31.77,150.62,NSW
2339,Parraweena,-31.77,150.62,NSW
2339,Warrah,-31.77,150.62,NSW
2339,Warrah Creek,-31.77,150.62,NSW
2339,Willow Tree,-31.77,150.62,NSW
2341,Werris Creek,-31.35,150.62,NSW
2773,Glenbrook,-33.77,150.62,NSW
2773,Lapstone,-33.77,150.62,NSW
2774,Blaxland,-33.74,150.61,NSW
2774,Blaxland East,-33.74,150.61,NSW
2774,Mount Riverview,-33.74,150.61,NSW
2774,Warrimoo,-33.74,150.61,NSW
4406,Boondandilla,-27.89,150.6,QLD
4406,Hannaford,-27.89,150.6,QLD
4406,Jimbour,-27.89,150.6,QLD
4406,Kaimkillenbun,-27.89,150.6,QLD
4406,Kogan,-27.89,150.6,QLD
4406,Macalister,-27.89,150.6,QLD
4406,Moonie,-27.89,150.6,QLD
4406,Southwood,-27.89,150.6,QLD
4406,The Gums,-27.89,150.6,QLD
4406,Weir River,-27.89,150.6,QLD
4421,Goranba,-27.29,150.6,QLD
4421,Tara,-27.29,150.6,QLD
2573,Tahmoor,-34.22,150.59,NSW
2752,Silverdale,-33.94,150.58,NSW
2752,Warragamba,-33.94,150.58,NSW
2541,Bangalee,-34.84,150.57,NSW
2541,Bomaderry,-34.84,150.57,NSW
2541,North Nowra,-34.84,150.57,NSW
2541,Nowra,-34.84,150.57,NSW
2541,Nowra DC,-34.84,150.57,NSW
2541,Nowra East,-34.84,150.57,NSW
2541,Nowra North,-34.84,150.57,NSW
2541,South Nowra,-34.84,150.57,NSW
2541,West Nowra,-34.84,150.57,NSW
4388,Kurumbul,-28.62,150.55,QLD
4388,Yelarbon,-28.62,150.55,QLD
4413,Baking Board,-26.71,150.55,QLD
4413,Boonarga,-26.71,150.55,QLD
4413,Burncluith,-26.71,150.55,QLD
4413,Canaga,-26.71,150.55,QLD
4413,Chances Plain,-26.71,150.55,QLD
4413,Chinchilla,-26.71,150.55,QLD
4413,Durah,-26.71,150.55,QLD
4413,Hopeland,-26.71,150.55,QLD
4413,Montrose,-26.71,150.55,QLD
