"","x"
"abandon",1.13164477175406
"abandoned",0.688048921382556
"abandonment",0.388703841858726
"abashed",0.16587681683422
"abatement",0.692273228537309
"abc",0.0287989028197678
"abide",1.32642195976555
"abiding",-0.19423201982725
"abilities",1.19007918251361
"ability",0.627718023498028
"able",2.74267678165405
"ablest",-0.0778502319508917
"aboard",0.0831311193097695
"abolish",0.226189923400272
"abolished",0.68981776481816
"abolition",0.363075633704173
"abolitionist",-0.155700463901815
"abolitionists",-0.216991911616095
"aboriginal",0.510162325548427
"aborted",-0.00351492228935557
"abortion",0.0156345575617909
"abortions",-0.0105447668680227
"abounds",1.19007918251364
"abraham",0.0109358736650851
"abridge",0.370686193232884
"abridged",0.661291404651489
"abridgement",-0.0778502319508787
"abroad",3.73793991351833
"absence",0.366767093135051
"absolute",-0.155700463901823
"absolutely",0.594041520860054
"abstaining",0.0230482251816791
"abstract",0.300430581273242
"absurd",-0.318048521340456
"absurdity",-0.0778502319509033
"abuja",0.0434046011973654
"abundance",0.746600138525408
"abundant",2.44029761598828
"abundantly",0.370686193232868
"abuse",1.17226708499682
"abused",0.177726322546963
"abuses",1.4432020387383
"academia",0.0985357254560285
"academic",-0.707181872234701
"academies",0.510162325548446
"acceded",1.1900791825136
"accelerate",1.31415247636922
"accept",1.25701042663577
"acceptable",0.300430581273316
"acceptance",0.51036769202533
"accepted",-0.501732141858975
"accepts",0.2933058144409
"access",0.0583287195061931
"accessible",-0.109496821006989
"accession",0.952155952370744
"accident",0.834711022564988
"accidental",0.656314141394373
"accidents",0.510162325548421
"accommodate",0.876813603187389
"accommodation",1.75583662989695
"accommodations",0.656314141394373
"accompanied",0.757926106911254
"accompanies",-0.0778502319509092
"accompany",-0.0778502319509092
"accompanying",0.491012770530984
"accomplish",1.09409879120156
"accomplished",1.9777173550214
"accomplishment",0.151857794496432
"accomplishments",0.0831311193097555
"accord",0.338073753274413
"according",3.14190367468152
"accordingly",0.321952973142357
"accords",-0.0778502319509092
"account",1.6815638349694
"accountabilities",1.04622748348239
"accountability",1.05156966641094
"accountable",0.177726322546964
"accounts",0.383814467683942
"accumulate",0.908337208225669
"accumulation",0.755053857610191
"accuracy",0.656314141394373
"accurate",-0.0778502319509092
"accusations",-0.52859445619978
"ace",-0.0778502319509092
"aces",-0.00351492228933609
"acheson",0.260797789202653
"achieve",0.157234894678768
"achieved",0.234233079162116
"achievement",0.709984924645748
"achievements",0.00990706445543852
"acid",0.165182920050595
"acknoleged",0.407656963306657
"acknowledge",0.120636568542654
"acknowledged",0.685758192957514
"acknowledging",0.074263660276601
"acknowledgment",-0.155539190853254
"aclu",-0.0175746114466804
"acquaintances",-0.0778502319509092
"acquainted",1.96894242418312
"acquiesce",1.7680104402957
"acquiesced",0.358128572374877
"acquiescence",0.884005220147849
"acquire",0.245472290719741
"acquired",0.491327575802428
"acquiring",-0.0691253333499687
"acquisition",-0.467101391705455
"acquisitions",0.714915829632859
"acquit",0.268588853672137
"acre",-0.5132422073747
"acres",-0.319891297601253
"across",0.643563562708003
"acrosstheboard",-0.194232019827254
"act",3.07376730550339
"acted",-0.476492595457634
"actgreat",-0.0389251159754546
"acting",1.87691676158024
"action",2.27979188480636
"actions",0.888202964524971
"active",0.827660759222717
"actively",-0.194232019827254
"activism",0.12423534263418
"activities",0.1413038753132
"activity",0.546025477357681
"actnow",-0.0778502319509092
"actor",0.182883392996045
"acts",3.31038054731992
"actthe",0.300430581273315
"actual",2.35419079308765
"actually",0.815019411496428
"actuarial",-0.5132422073747
"actuate",0.268588853672137
"acute",0.300430581273315
"adam",-0.0778502319509092
"adams",0.406307340023906
"adapt",0.656314141394373
"adaptation",-0.0778502319509092
"adaptationit",-0.0778502319509092
"adaptations",0.358128572374877
"adapted",2.48601451573867
